JobTitle,Company,Location,PostDate,Summary,JobUrl
Sr. Risk Data Analyst,CIBC,"Hybrid remote in Toronto, ON","Posted
Posted 3 days ago","You will assist in the documentation and delivery of strategic risk data enhancements, enabling risk data processing architecture to consolidate and optimize…",https://ca.indeed.com/rc/clk?jk=f70371e0f1533f4f&fccid=f99648405c7e9e3a&vjs=3
Portfolio Analyst,Scotiabank,"Toronto, ON","Posted
Today","Plays a central role in the maintenance and data integrity of our investment management tools and systems.
Leads the preparation of investment committee meeting…",https://ca.indeed.com/rc/clk?jk=737b36433415ce7a&fccid=3002307a9e5b4706&vjs=3
"Analyst, Pharmacy Data Intern",Loblaw Companies Limited,"Hybrid remote in Toronto, ON","Posted
Posted 13 days ago","Helping develop reports and analysis.
Data analysis and visualization tools.
Use data identify new agile processes and improvement opportunities.",https://ca.indeed.com/rc/clk?jk=88b640891f49ac85&fccid=bc30630cfcc120d4&vjs=3
Nanofabrication Engineer,Photonic,British Columbia,"Posted
Posted 30+ days ago","Script, or modify data analysis code.
Experience with data analysis software (MATLAB, Python, etc.).
Write operating procedures and result analysis reports.",https://ca.indeed.com/rc/clk?jk=1d2fd59519deac70&fccid=6e36c61a31119d19&vjs=3
Data Engineer,Sanofi US,"Toronto, ON","Posted
Posted 30+ days ago","Gather/organize large & complex data assets, and perform relevant analysis.
Create data models and optimize queries performance.",https://ca.indeed.com/rc/clk?jk=ce529cfc1e47833b&fccid=5d3ed74ca4598964&vjs=3
Quality Engineer,Tenneco,"Cambridge, ON","Posted
Posted 30 days ago",Warranty analysis reports on returned product to Business Unit Managers and TA’s external customers as required.,https://ca.indeed.com/rc/clk?jk=d60b80f764b66546&fccid=6619f3107a90c2f9&vjs=3
Senior Data Scientist,Hatch,"Mississauga, ON","Posted
Posted 16 days ago","Proficiency in developing data pipelines and ML/AI models in cloud computing environment such as Azure, AWS or GCP.",https://ca.indeed.com/rc/clk?jk=f0f5513d94aaec88&fccid=0ac3b933f5c5f8e3&vjs=3
Machine Learning Analyst,Fidelity Investments,"Toronto, ON","Posted
Posted 30+ days ago","Find solutions on what and how to ingest massive volumes of structure and unstructured format data, model transform and store it in a variety of data stores.",https://ca.indeed.com/rc/clk?jk=0770d04241fad268&fccid=deb234f9dd3edcea&vjs=3
Computer Tech 1/2,School District #58 (Nicola-Similkameen),"Merritt, BC","Posted
Posted 21 days ago","Demonstrated ability of problem solving and problem analysis;
Conducts on-site analysis as required for both hardware and software, with problem solving as…",https://ca.indeed.com/rc/clk?jk=51f5d6a3f36f66b3&fccid=ee5568e25fa2a9cc&vjs=3
Principal Clinical Data Scientist,Syneos Health Clinical,Remote,"Posted
Posted 30+ days ago",Ensures the required data elements and corresponding data quality oversight steps are identified to support the defined study analysis.,https://ca.indeed.com/rc/clk?jk=97d8c567c8d7d989&fccid=772a1485bbbe4156&vjs=3
Psychometrician - Measurements Specialist,Moody's,"Toronto, ON","Posted
Today","Supports psychometric analysis and consultation to improve operational testing activities.
Understanding of database structure for accessing complex data with…",https://ca.indeed.com/rc/clk?jk=41541296b1388cec&fccid=28eefc5b86560831&vjs=3
Policy and Research Analyst,Office of the Chief Electoral Officer,"Temporarily Remote in Gatineau, QC","Posted
Posted 27 days ago","Experience analyzing and synthesizing different types of data.
Experience drafting reports, presentations or briefing materials to accurately present research…",https://ca.indeed.com/rc/clk?jk=a61506c9979a9451&fccid=5a173c067166ed66&vjs=3
mechanical engineer,J and K Heating Ltd.,"Edmonton, AB","Posted
Posted 2 days ago","Conduct research into the feasibility, design, operation and performance of mechanisms, components and systems.
Design power plants, machines and equipment.",https://ca.indeed.com/rc/clk?jk=770b05e73d595300&fccid=90a4d3a7e62753a1&vjs=3
system administrator,TRFSUN ACCOUNTING & TAX SERVICES,"Dollard-Des Ormeaux, QC","Posted
Posted 30+ days ago","Perform data backups and disaster recovery operations.
Maintain, troubleshoot and administer the use of local area networks (LANs), wide area networks (WANs),…",https://ca.indeed.com/rc/clk?jk=74a75c31845de3a2&fccid=bbec979cb49d0d3f&vjs=3
BI Analyst,McGill University,"Montréal, QC","Posted
Posted 30+ days ago","Experience in working with cubes, reports, dashboards and statistical analysis (for planning, forecasting, trending and variance analysis).",https://ca.indeed.com/rc/clk?jk=70323aa55eaaf6cb&fccid=367ae0b0728910f4&vjs=3
Data Analyst 3 - Social Slots,Zynga,"Toronto, ON","Posted
Posted 30+ days ago","Handle the game team’s data assets by defining telemetry events, architecting data models, and defining data quality governance.
Subsidized Back-up child care.",https://ca.indeed.com/rc/clk?jk=77cb550df4145b9b&fccid=f379417fa48d0010&vjs=3
mechanical engineer,Geekplus Canada Limited,"Markham, ON","Posted
Posted 13 days ago","Conduct research into the feasibility, design, operation and performance of mechanisms, components and systems.",https://ca.indeed.com/rc/clk?jk=3380e8712901551c&fccid=0f86a745769172d2&vjs=3
Financial Consultant,Government of Saskatchewan,"Regina, SK","Posted
Posted 4 days ago",The candidate of choice will also have strong spreadsheet skills and be able to accurately manipulate data then analyze data to prepare recommendations to a…,https://ca.indeed.com/rc/clk?jk=21044b83b8624f1b&fccid=46b05e24085a766c&vjs=3
Marketing Consultant,Couch & Associates,"Toronto, ON","Posted
Posted 22 days ago","You have a strong comprehension of marketing operations; experience with successful analysis, design and rollout of marketing processes and infrastructure with…",https://ca.indeed.com/rc/clk?jk=f7f83353fce893a4&fccid=95dc84f9e5655522&vjs=3
Global Transaction Banking Associate,TD Bank,"Toronto, ON","Posted
Posted 30+ days ago","Ability to perform detailed analysis and see the bigger picture, using empirical data to inform decision-making.",https://ca.indeed.com/rc/clk?jk=06c841f62b063566&fccid=d7114f1cac8d0711&vjs=3
Senior Lean Solutions Consultant,Sun Life,"Toronto, ON","Posted
Just posted","Competitive salary and bonus structure influenced by market range data.
Identify opportunities and champion proposals for improvement (process analysis,…",https://ca.indeed.com/rc/clk?jk=0fa9b653f8687def&fccid=618943d89d0005a6&vjs=3
"Senior Manager, Location, Strategy, Analytics and Process",LCBO,"Toronto, ON","Posted
Posted 2 days ago","Provide data driven recommendations on product selection based on customer and sales data.
Promotes and participates in master data management initiatives and…",https://ca.indeed.com/rc/clk?jk=291b749709a456fc&fccid=4aada7d45fd3c7df&vjs=3
Data Engineer II,Finning International Inc.,"Vancouver, BC","Posted
Posted 30+ days ago","This position will work with machine health and productivity data received from over 25,000 connected equipment, transactional data for Finning sales and…",https://ca.indeed.com/rc/clk?jk=a8afacec0b6e9ab7&fccid=2be2e0dbc5a42997&vjs=3
Research Assistant/Technician 2,University of British Columbia,"Vancouver, BC","Posted
Posted 28 days ago","Familiarity with Gene Expression and SNPs analysis would be highly preferred.
Ability to analyze and interpret data, determine implications, and provide…",https://ca.indeed.com/rc/clk?jk=0d5c0231ff49c02f&fccid=462e6068c17c7702&vjs=3
Data & AI Senior Counsel,Accenture,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Deep knowledge of data governance, data management principles, strategies and frameworks;
Relevant certifications (such as in data privacy, data governance,…",https://ca.indeed.com/rc/clk?jk=2b816b991059f3c1&fccid=a4e4e2eaf26690c9&vjs=3
"Manager, Business Development",Mastercard,"Toronto, ON","Posted
Posted 30+ days ago","Analyzes merchants’ existing business through profitability modeling, financial forecasting and competitive analysis in order to develop detailed business cases…",https://ca.indeed.com/rc/clk?jk=9509683b12e0c56c&fccid=10b5c722d846df43&vjs=3
Manager Data Steward,BNP Paribas,"Hybrid remote in Montréal, QC","Posted
Posted 30+ days ago","The hire will work as the manager of a team responsible for Finance projects, focused on data quality, data control and data management.",https://ca.indeed.com/rc/clk?jk=ea552dc0edd5bdac&fccid=1392500f835bba92&vjs=3
Cyber Security Analyst,Encore Theme,"Calgary, AB","Posted
Posted 1 day ago",Performs moderately complex log reviews and forensic analysis toidentify unauthorized or unacceptable access to data or systems.,https://ca.indeed.com/rc/clk?jk=3c5e0c3b308f275c&fccid=68467f8543d168c0&vjs=3
software developer,Canadian Systems Inc.,"Etobicoke, ON","Posted
Posted 13 days ago","Write, modify, integrate and test software code.
Maintain existing computer programs by making modifications as required.",https://ca.indeed.com/rc/clk?jk=df1ea32162845fec&fccid=95bacdfc0c1ec05b&vjs=3
"Analyst, Asset Management",Starlight Investments,"Toronto, ON","Posted
Posted 3 days ago",Prepare and analyze operational data for strategic review by the asset manager and executives such as lease transactions and return on capital investments.,https://ca.indeed.com/rc/clk?jk=b6a2562e862265bc&fccid=0d836fd8f2f52495&vjs=3
Healthcare Programmer,CannonDesign,"Toronto, ON","Posted
Posted 30+ days ago","Experience documenting meeting minutes for all clinical services planning, data analysis and master programming/functional programming meetings.",https://ca.indeed.com/rc/clk?jk=6abc73f332baed7d&fccid=8daaab07dcee2602&vjs=3
"Analytics Consultant, Fraud Management",CIBC,"Hybrid remote in Toronto, ON","Posted
Posted 1 day ago","Apply creative thinking to overcome limitations in data availability and data quality.
Design, development of code and processes to carry out the extraction,…",https://ca.indeed.com/rc/clk?jk=ab991ec907804a1b&fccid=f99648405c7e9e3a&vjs=3
Customer Supply Chain Analyst (12 month contract),Nestle,"Mississauga, ON","Posted
Just posted","Experience required in the extraction and analysis of data.
Participate in, and grow toward leading, regular Customer meetings to present data, challenge…",https://ca.indeed.com/rc/clk?jk=9dac4e9c9898a49d&fccid=bfdac90a7574b77c&vjs=3
COMMUNICATIONS OPERATOR – PROBATIONARY,City of Brampton,"Brampton, ON","Posted
Posted 7 days ago","The City may use anonymized data to produce aggregate reports for internal or external use.
The results of the survey will assist in the analysis of…",https://ca.indeed.com/rc/clk?jk=cd36a98ed8a00218&fccid=d1fc2967aad7ab53&vjs=3
Analytics Engineer - CID&A,Scotiabank,"Toronto, ON","Posted
Posted 1 day ago","Familiarity with data management capabilities (data registration, data quality, etc.) and ability to learn advanced data management toolsets.",https://ca.indeed.com/rc/clk?jk=4662b82901c37768&fccid=3002307a9e5b4706&vjs=3
"Manager, Quality and Data Governance",Ivanhoe Cambridge,"Montréal, QC","Posted
Posted 7 days ago","Strong data analysis skills, with the ability to identify data quality issues and correlate them with data specifications and quality rules;",https://ca.indeed.com/rc/clk?jk=113336aa7ed46b53&fccid=091fa8a66425da0f&vjs=3
Research Associate,University of British Columbia,"Vancouver, BC
+1 location","Posted
Posted 8 days ago","5)Identify and establish new research projects and assist with preparing grant proposals, establishing administrative processes and conducting data analysis.",https://ca.indeed.com/rc/clk?jk=6c5bda9f55453b27&fccid=462e6068c17c7702&vjs=3
KYC Analyst,Ebury,"Toronto, ON","Posted
Posted 1 day ago","Proactive follow-up with clients and sales representatives to ensure timely completion of onboarding analysis.
Fluency in English and French.",https://ca.indeed.com/rc/clk?jk=a2d117bb5f0b9bed&fccid=4874489eea471573&vjs=3
"Security Analyst, Intern",Loblaw Companies Limited,"Hybrid remote in Brampton, ON","Posted
Posted 15 days ago","Experience with analytical tools supporting data analysis and reporting (Power BI, Service, Splunk, Qualys).
Develop report templates and fit relevant security…",https://ca.indeed.com/rc/clk?jk=ef21a0af2008fcd0&fccid=bc30630cfcc120d4&vjs=3
Quality Technician,Labatt Breweries Canada,"London, ON
+1 location","Posted
Posted 30+ days ago","Provide data to troubleshoot Brewing and Packaging quality issues.
Data-entry responsibilities for quality data into LIMS (Laboratory Information Management…",https://ca.indeed.com/rc/clk?jk=42d417e0cdcde895&fccid=f7045795da27e66f&vjs=3
Collections Maintenance Data Analyst & Supervisor (Davis),University of Waterloo,"Waterloo, ON","Posted
Posted 20 days ago","Clear communication of results of analysis which includes presenting data in charts, graphs, and tables to a wide range of stakeholders throughout the library…",https://ca.indeed.com/rc/clk?jk=775fbe8b8a4e6412&fccid=5bcffa6277080afe&vjs=3
Project Support Coordinator | Staffing Services,Interior Health Authority,British Columbia,"Posted
Posted 4 days ago","Demonstrated ability to collate/analyze data and proficiency in Excel spreadsheets and graphing.
This position supports the retrieval, analysis, and…",https://ca.indeed.com/rc/clk?jk=2419594c483c5dac&fccid=819aaf068231c6d3&vjs=3
Systems Analyst (Clinical Applications),PHSA,"Vancouver, BC","Posted
Posted 7 days ago","Assist the Senior Business Analysts (Clinical Applications) with Business Process Reengineering by performing tasks such as completing current state analysis,…",https://ca.indeed.com/rc/clk?jk=ad900f25e53cc125&fccid=f66f721a44de3765&vjs=3
"Intern, Strategy and Execution (Summer 2023)",Ivanhoe Cambridge,"Montréal, QC","Posted
Posted 30+ days ago","Bring different perspectives, new angles of analysis and challenge current team practices;
Baccalaureate or Master's degree student in finance, economics,…",https://ca.indeed.com/rc/clk?jk=1075c4747521d12e&fccid=091fa8a66425da0f&vjs=3
Senior Data Science,"Nasdaq, Inc.","Hybrid remote in Toronto, ON","Posted
Posted 22 days ago","Demonstrated experience in exploratory data analysis/mining with large datasets.
5+ years experience in data analysis in the capital markets or financial…",https://ca.indeed.com/rc/clk?jk=72d195e4c9e9f0f5&fccid=05cb90efaa938c87&vjs=3
"Engineering Co-op Student, Process engineering",Canada Post - Postes Canada,"Montréal, QC","Posted
Posted 10 days ago","Data sampling and data analysis.
Language Requirement: Bilingual Imperative (BBBB).
Canada Post’s Engineering Group is responsible for the development,…",https://ca.indeed.com/rc/clk?jk=796e22b27fc35009&fccid=374645c6f57513c7&vjs=3
"Lead Analyst, Middle Office",BNY Mellon,"Toronto, ON","Posted
Posted 22 days ago","Performs analysis and research on the most complex transactions and identifies solutions to complex inquiries.
May review/approve work of junior team members.",https://ca.indeed.com/rc/clk?jk=aae864d8ae391a2e&fccid=b4048be2884af072&vjs=3
Senior Data Manager (Full-time) - Remote,EMMES,"Remote in Vancouver, BC","Posted
Posted 21 days ago","Manages data collection and data validation at participating clinical sites.
Manages data reports and creates data summaries or presentations as applicable.",https://ca.indeed.com/rc/clk?jk=8059cf999a411a6b&fccid=26108e784f9361a6&vjs=3
Senior Performance Analyst - Public Sector Reporting & Analy...,TELUS,"Toronto, ON","Posted
Posted 28 days ago","Extract, cleanse and modify raw data from various data warehouses and Salesforce to enable best-in-class reporting and automation.",https://ca.indeed.com/rc/clk?jk=f8355baaa1811707&fccid=ed81336789a877c2&vjs=3
Quality and Risk Specialist,Home and Community Care Support Services,"Hybrid remote in Mississauga, ON","Posted
Posted 15 days ago",University degree or college diploma requiring at least 3 years of study and continuing education in the areas of data management and research analysis or…,https://ca.indeed.com/rc/clk?jk=4b884ef923ba32af&fccid=d9af3160edb57913&vjs=3
"IT Data Analyst - SQL, Banking Finance",Citi,"Mississauga, ON","Posted
Posted 30+ days ago","Conducts strategic data analysis, identifies insights and implications and make strategic recommendations, develops data displays that clearly communicate…",https://ca.indeed.com/rc/clk?jk=baa5a2ace273e1ad&fccid=5bcd1ef0a7f4fb99&vjs=3
"Manager, Data Operations, GEMINI Data",St. Michael's Hospital,"Toronto, ON","Posted
Posted 3 days ago","Advanced knowledge in data management, data analytics and best coding practices required.
Establishes and implements data governance policy for use and access…",https://ca.indeed.com/rc/clk?jk=bb59a9f2e274b27e&fccid=8e32d72489a91f47&vjs=3
ACCOUNTING ASSISTANT 3,City of Toronto,"Toronto, ON","Posted
Posted 13 days ago",Considerable experience in analyzing financial data and preparing financial reports using Microsoft Office Word and Excel.,https://ca.indeed.com/rc/clk?jk=394057262d5366a5&fccid=f2087b51205d4920&vjs=3
recruiting manager,RR Concepts Corporation,"Calgary, AB","Posted
Posted 3 days ago","Oversee the analysis of employee data and information.
Plan and control budget and expenditures.
Establish and implement policies and procedures.",https://ca.indeed.com/rc/clk?jk=6b585242c9f1b2dd&fccid=0c8e7665086aa041&vjs=3
"project manager, construction",MODERN CUSTOM HOMES LTD,"Edmonton, AB","Posted
Posted 30+ days ago","Oversee the analysis of data and information.
Hire and supervise activities of subcontractors.
Plan and prepare construction schedules and milestones and…",https://ca.indeed.com/rc/clk?jk=b2ece402425257ce&fccid=73d2fb3a68c3bea5&vjs=3
Mainframe and Cobol Specialist,CGI,"Halifax, NS","Posted
Posted 30+ days ago","Working on data analysis and conversion from a Mainframe environment.
Review existing Mainframe architecture to provide details to allow a re-platform.",https://ca.indeed.com/rc/clk?jk=189cd708b3da161b&fccid=43a69183767d4301&vjs=3
Project Engineer Co-op,IKO Industries Ltd.,"Toronto, ON","Posted
Posted 30+ days ago","Collect data for analysis to uncover areas for improvements and innovation.
Utilize the companies’ tools for handling process data for analysis and report daily…",https://ca.indeed.com/rc/clk?jk=89d138a97aaf06b6&fccid=2797a5c9d392078c&vjs=3
Data Strategist - CID&A,Scotiabank,"Toronto, ON","Posted
Posted 2 days ago","Champion change in the bank by promoting data literacy, data analytics, and data informed decision making.
Collaborate with data scientists, data engineers, and…",https://ca.indeed.com/rc/clk?jk=8b301425bba78c08&fccid=3002307a9e5b4706&vjs=3
"Supply Chain Leadership Development, Florenceville, New Brun...",McCain Foods (Canada),"Florenceville-Bristol, NB","Posted
Posted 1 day ago","High proficiency in tools used for data analysis such as Excel is a must, while Access a plus.
Ability to investigate complex issues and conduct root cause…",https://ca.indeed.com/rc/clk?jk=c3bbf96e2cad0d92&fccid=62877b20e947a8f1&vjs=3
System Administrator II,Halifax Regional Municipality,"Halifax Regional Municipality, NS","Posted
Posted 2 days ago","Performs First-Line of escalations and root cause analysis.
Provides reporting and analysis as needed for network, systems and security analysts.",https://ca.indeed.com/rc/clk?jk=d717929433c256f6&fccid=3911a4869d010d10&vjs=3
"Analyst, Research and Information Management",Government of Saskatchewan,"Regina, SK","Posted
Posted 6 days ago","Data reporting and analysis tools.
You will manage and collect data from ministry staff, service delivery partners and other jurisdictions to be used for…",https://ca.indeed.com/rc/clk?jk=9a1709be28705441&fccid=46b05e24085a766c&vjs=3
Sr. Data Scientist,Rakuten,"Toronto, ON","Posted
Posted 30+ days ago","Mine and analyze data from company data warehouses to drive optimization and improvement of product development, marketing techniques and business strategies.",https://ca.indeed.com/rc/clk?jk=839e7793ce19c008&fccid=b6f507a4eff51f27&vjs=3
Sr. Manager Pricing & Analytics,Royal Bank of Canada,"Toronto, ON","Posted
Posted 30+ days ago","Programming experience to extract data and complete complex analytics.
Provide ad hoc analysis with actionable insights to enable strategic, fact-based…",https://ca.indeed.com/rc/clk?jk=e298e04d4557e8a8&fccid=537b899e30af3338&vjs=3
Microsoft Data Engineering Specialist,Larochelle Groupe Conseil,"Montréal, QC","Posted
Posted 30+ days ago","Knowledge of diverse data movement, data virtualization models, data integration & interoperability;
Participate actively in the conception, development,…",https://ca.indeed.com/rc/clk?jk=aa4eb21ecb4f4d33&fccid=6661568bdd1bebf4&vjs=3
Data Management,Association of Professional Executives of the...,"Ottawa, ON","Posted
Posted 9 days ago","Monitor, gather, identify and provide data and analysis from complex information and data systems.
A minimum of 3+ years’ experience in data management or…",https://ca.indeed.com/rc/clk?jk=894fd39761f25322&fccid=e04c36012ae05a9a&vjs=3
Senior Project Manager - Data and Risk Services,Royal Bank of Canada,"Toronto, ON","Posted
Posted 11 days ago","Business analysis skills and experience.
The Data Services team within RBC Capital Markets Quantitative and Technology Services is undertaking multiple complex…",https://ca.indeed.com/rc/clk?jk=6f7ed363577feb6d&fccid=537b899e30af3338&vjs=3
Sr. IT Data Analyst,TD Bank,"Toronto, ON","Posted
Posted 7 days ago","Perform data profiling using TD tooling and ad hoc system query languages to validate data analysis.
Provide data analysis and requirements within enterprise…",https://ca.indeed.com/rc/clk?jk=d9bba452bafc51e6&fccid=d7114f1cac8d0711&vjs=3
Project Coordinator,University of British Columbia,"Vancouver, BC","Posted
Posted 1 day ago","Test, analyze and monitor electronic data collection systems for efficiency, data security, and data accuracy.
Communication and Community Engagement Functions.",https://ca.indeed.com/rc/clk?jk=8005d778e3cebebc&fccid=462e6068c17c7702&vjs=3
"Senior Manager, Strategic Partnerships",WW International,"Toronto, ON","Posted
Posted 9 days ago","Driven by data; ability to dissect, understand and story tell with data.
Conduct industry research and prepare research reports relating to business…",https://ca.indeed.com/rc/clk?jk=5b443c9f2d034003&fccid=dd616958bd9ddc12&vjs=3
Engineer in Training – Environmental Noise,RWDI,"Toronto, ON
+2 locations","Posted
Posted 1 day ago","Taking ownership of timeline and budget to deliver a successful project from data acquisition through analysis, consulting, and reporting.",https://ca.indeed.com/rc/clk?jk=2301c4ec1b042a18&fccid=02e6c1d471f8af08&vjs=3
Technical Analyst,SaskTel,"Regina, SK","Posted
Posted 7 days ago","Demonstrated ability and experience in analysis/design and automation.
Ensures client awareness of SaskTel's policies and procedures related to the data centre…",https://ca.indeed.com/rc/clk?jk=11458bd4813af062&fccid=71f37d9ab5b69525&vjs=3
software engineer,LDA Technologies Ltd.,"Mississauga, ON","Posted
Posted 30+ days ago","Develop data, process and network models to optimize architecture and to evaluate the performance and reliability of designs.",https://ca.indeed.com/rc/clk?jk=2d88d5af8dc73989&fccid=ba85b8c5a4bc3f42&vjs=3
Technical Support Specialist,Air Canada,"Toronto, ON","Posted
Posted 2 days ago","Ability to develop/write clear, concise technical descriptions, instructions/ task cards, work programs, reports and correspondence including updating technical…",https://ca.indeed.com/rc/clk?jk=4ec86a912ceff70b&fccid=fb805c6a170f5f18&vjs=3
system administrator,Caregiver Placement Canada,"North York, ON","Posted
Posted 21 days ago","Perform data backups and disaster recovery operations.
Implement data, software and hardware security procedures.
Modify Web pages, applets and scripts.",https://ca.indeed.com/rc/clk?jk=62de9f40a09d37df&fccid=f47d43ebbf6c1eaa&vjs=3
Geographic Information System Analyst (GIS Officer 3),Province of Nova Scotia,"Halifax, NS","Posted
Posted 1 day ago","Experience with business analysis including analyzing and defining business problems and requirements.
GeoNOVA provides leadership in the development of the…",https://ca.indeed.com/rc/clk?jk=5cf837b0a93a8b6a&fccid=76b2daf26bb1853b&vjs=3
"project manager, construction",Arctech Manufacture Ltd.,"Surrey, BC","Posted
Posted 30+ days ago","Oversee the analysis of data and information.
Prepare and submit construction project budget estimates.
Recruit, hire and supervise staff and/or volunteers.",https://ca.indeed.com/rc/clk?jk=50fd70b9eab20994&fccid=a9a410811d5f01fb&vjs=3
"Research Officer, Microfluidic Systems Design and Data Analy...",National Research Council Canada,"Toronto, ON","Posted
Posted 30+ days ago","Knowledge on deep-learning and artificial intelligence methods applied for device design and data analysis.
The RO’s will contribute to CRAFT and NRC programs…",https://ca.indeed.com/rc/clk?jk=9535fc4ce5a9c402&fccid=1fe11a2483fd698d&vjs=3
Network Engineer,Ericsson,"Mississauga, ON","Posted
Posted 1 day ago","The goal of this role is to validate the functionality of the latest Radio Products and to find and correct as many faults as possible, prior to rolling out the…",https://ca.indeed.com/rc/clk?jk=ecd0dd9a67d220a0&fccid=82656d64a9a3e6a7&vjs=3
"Analyst, Solutions Delivery",Deloitte,"Toronto, ON","Posted
Posted 30+ days ago","Understanding of Finance business processes and master/transactional data concepts, including Record to Report, Procure to Pay, Billing, Cash Collections as…",https://ca.indeed.com/rc/clk?jk=a01bb8671b2aeed5&fccid=9e215d88a6b33622&vjs=3
"Associate, Mergers & Acquisitions",EY,"Remote in Montréal, QC","Posted
Posted 30+ days ago","Synthesize research information such as comparable company and precedent transactions to be used in modeling, competitive analysis, industry analysis,…",https://ca.indeed.com/rc/clk?jk=ac42789bb8c54bcf&fccid=1544766d4c2915b0&vjs=3
"Data Steward, Supply Chain Master Data",Apotex Inc.,"North York, ON","Posted
Posted 30+ days ago","Strong knowledge of data management principles, with experience in data analysis processes & tools.
Defining data definitions for key master data elements that…",https://ca.indeed.com/rc/clk?jk=8e36f62d157cdd29&fccid=10c9cd41a5b83896&vjs=3
internal auditor,SYNNEX Canada,"Remote in Etobicoke, ON","Posted
Posted 14 days ago","Ensure accuracy and compliance to accounting standards, procedures and internal control.
Prepare reports and audit findings.
Willing to travel cross-border.",https://ca.indeed.com/rc/clk?jk=acb651564a3b6ee0&fccid=46ea6f509dcaed61&vjs=3
Data Software Developer (Remote/Hybrid),Ontario Teachers' Pension Plan,"Remote in Toronto, ON","Posted
Posted 30+ days ago","Knowledge of Power BI for data analysis.
Knowledge of data modelling for transactional as well as reporting/ data analytics systems.",https://ca.indeed.com/rc/clk?jk=3080c822cabecf42&fccid=17bf781939cc1c3e&vjs=3
Client Data Management Operations Associate,BMO Financial Group,"Hybrid remote in Toronto, ON","Posted
Posted 30+ days ago",Manage and perform data quality management against CM client data to ensure business rules have been followed and content meets data quality obligations.,https://ca.indeed.com/rc/clk?jk=387e653471a32e2d&fccid=3a429036b3725efa&vjs=3
Information and Data Management Officer,FOUR CORNERS GROUP,"Kingston, ON","Posted
Posted 30+ days ago","The Officer delivers strategic capabilities to the University focused on data governance and management, data quality, data and analytics platform, data…",https://ca.indeed.com/rc/clk?jk=6cc14e14f3664737&fccid=ed2e804728af1ed7&vjs=3
ETL Developer,TD Bank,"Toronto, ON","Posted
Posted 30+ days ago","Expertise in using analytical software tools, data analysis methods and reporting techniques.
Expertise in data storage and movement, including relational and…",https://ca.indeed.com/rc/clk?jk=e3a9635e1427fd20&fccid=d7114f1cac8d0711&vjs=3
Lead Data Governance Analyst,OMERS,"Toronto, ON","Posted
Posted 30+ days ago","Perform data profiling, data quality analysis and the development of data quality rules to support monitoring and remediation activities.",https://ca.indeed.com/rc/clk?jk=fa7c9a017c53a587&fccid=64d182c6fc449d3a&vjs=3
"Advisor, Project Management Office",Toronto Transit Commission,"Toronto, ON","Posted
Today","Assists the Project Management Office (PMO) in establishing and implementing high standards of project management system including processes, templates, reports…",https://ca.indeed.com/rc/clk?jk=2fa85f67475e73be&fccid=27e2c072380e79ba&vjs=3
Remote Support Specialist,Weir Group,"Remote in Vancouver, BC","Posted
Posted 6 days ago","Update system data, product data, and tickets in the tracking system.
Collect data to analyze for any performance out of expectation.",https://ca.indeed.com/rc/clk?jk=f611eed8f25b23fe&fccid=8137be09b3b9a5db&vjs=3
"Research Student, Qualitative Research (part-time, two-month...",Canadian Centre on Substance Use and Addiction,"Ottawa, ON","Posted
Posted 9 days ago","Experience in qualitative data analysis for at least one research project.
Code and analyze qualitative data: conduct thematic analysis of focus groups and…",https://ca.indeed.com/rc/clk?jk=b9ce3790f9172e52&fccid=e0293ce6345ae05c&vjs=3
Strategy and Management Consulting Associate - Summer 2023,RSM US LLP,"Toronto, ON
+1 location","Posted
Posted 30+ days ago","Strong data manipulation skills utilizing Excel.
Conduct benchmarking research and analysis for IT spending, trends and industry leading practices.",https://ca.indeed.com/rc/clk?jk=46a2f9657997c812&fccid=198b7374e1f8a26f&vjs=3
"Applied Scientist, Economics (Remote)",Yelp,Remote,"Posted
Posted 10 days ago","Experience with data analysis/modeling/statistical tools (e.g. Python/R/SQL).
Ability to apply economic and econometric analysis to real-world problems.",https://ca.indeed.com/rc/clk?jk=fdb76baeb7cf7d2d&fccid=0e94073a1c937bd1&vjs=3
ON - 2023 Field Services Graduate Leadership Program - Gener...,Bell Canada,"Toronto, ON
+1 location","Posted
Posted 30+ days ago","You have an interest in operations management and data analysis.
You will complete rotations where you will learn how we plan our operations, lead strategic…",https://ca.indeed.com/rc/clk?jk=3abe245b4aa36e28&fccid=0539c14774e3fbb6&vjs=3
"QA Engineer - Remote, CAN",Flight Centre Travel Group,Remote in Newfoundland and Labrador,"Posted
Posted 30+ days ago",Should be able to create SQL queries that can parse and validate business rules/calculations across tables to ensure the maximum possible data coverage.,https://ca.indeed.com/rc/clk?jk=9d2e53a38b2176d4&fccid=249dc1a2c75a0223&vjs=3
Nanomaterials Chemist,QD Solar,"Toronto, ON","Posted
Posted 30+ days ago","You excel in data analysis and are familiar with data and inventory tracking (Excel, etc.).
You will use your strong organizational skills to implement and…",https://ca.indeed.com/rc/clk?jk=9d86f120181587da&fccid=2ba11b933bfbf3a1&vjs=3
Monitoring Analyst,Groupe CSL,"Montréal, QC","Posted
Today","Perform data analysis tasks and design models to solve business problems.
Knowledge of statistical / analysis tools (Python, R) an asset.
03/11/22 2:29 PM*.",https://ca.indeed.com/rc/clk?jk=5863c50929f4601d&fccid=ffb392d8ce3ae3c6&vjs=3
